0.15,0,-1.85037170770859e-17
0.15,0,0.05
0.15,0,0.1
0.15,0,0.15
0.15,0,0.2
0.15,0,0.25
0.15,0,0.3
0.15,0,0.35
0.15,0,0.4
0.15,0,0.45
0.15,0,0.5
0.15,0,0.55
0.15,0,0.6
0.15,0,0.65
0.15,0,0.7
0.15,0,0.75
0.15,0,0.8
0.15,0,0.85
0.15,0,0.9
0.15,0,0.95
0.15,0,1
0.15,0,1.05
0.15,0,1.1
0.15,0,1.15
0.15,0,1.2
0.142496195882323,0.001328789195518,-1.85037170770859e-17
0.142683790985265,0.00129556946563005,0.05
0.142871386088207,0.0012623497357421,0.1
0.143058981191149,0.00122913000585415,0.15
0.143246576294091,0.0011959102759662,0.2
0.143434171397033,0.00116269054607825,0.25
0.143621766499975,0.0011294708161903,0.3
0.143809361602916,0.00109625108630235,0.35
0.143996956705858,0.0010630313564144,0.4
0.1441845518088,0.00102981162652645,0.45
0.144372146911742,0.000996591896638501,0.5
0.144559742014684,0.000963372166750551,0.55
0.144747337117626,0.000930152436862601,0.6
0.144934932220568,0.000896932706974651,0.65
0.14512252732351,0.000863712977086701,0.7
0.145310122426452,0.000830493247198751,0.75
0.145497717529394,0.000797273517310801,0.8
0.145685312632336,0.000764053787422851,0.85
0.145872907735278,0.000730834057534901,0.9
0.14606050283822,0.000697614327646951,0.95
0.146248097941161,0.000664394597759001,1
0.146435693044103,0.000631174867871051,1.05
0.146623288147045,0.0005979551379831,1.1
0.146810883249987,0.00056473540809515,1.15
0.146998478352929,0.0005315156782072,1.2
0.135308286552295,0.0025382208128203,-1.85037170770859e-17
0.135675579388488,0.0024747652924998,0.05
0.13604287222468,0.00241130977217929,0.1
0.136410165060873,0.00234785425185878,0.15
0.136777457897066,0.00228439873153827,0.2
0.137144750733258,0.00222094321121777,0.25
0.137512043569451,0.00215748769089726,0.3
0.137879336405643,0.00209403217057675,0.35
0.138246629241836,0.00203057665025624,0.4
0.138613922078029,0.00196712112993574,0.45
0.138981214914221,0.00190366560961523,0.5
0.139348507750414,0.00184021008929472,0.55
0.139715800586607,0.00177675456897421,0.6
0.140083093422799,0.00171329904865371,0.65
0.140450386258992,0.0016498435283332,0.7
0.140817679095184,0.00158638800801269,0.75
0.141184971931377,0.00152293248769218,0.8
0.14155226476757,0.00145947696737168,0.85
0.141919557603762,0.00139602144705117,0.9
0.142286850439955,0.00133256592673066,0.95
0.142654143276148,0.00126911040641015,1
0.14302143611234,0.00120565488608964,1.05
0.143388728948533,0.00114219936576914,1.1
0.143756021784725,0.00107874384544863,1.15
0.144123314620918,0.00101528832512812,1.2
0.12843218373788,0.00363391167911706,-1.85037170770859e-17
0.128971379144433,0.00354306388713913,0.05
0.129510574550986,0.00345221609516121,0.1
0.130049769957539,0.00336136830318328,0.15
0.130588965364092,0.00327052051120535,0.2
0.131128160770645,0.00317967271922743,0.25
0.131667356177198,0.0030888249272495,0.3
0.132206551583751,0.00299797713527157,0.35
0.132745746990304,0.00290712934329365,0.4
0.133284942396857,0.00281628155131572,0.45
0.13382413780341,0.0027254337593378,0.5
0.134363333209963,0.00263458596735987,0.55
0.134902528616516,0.00254373817538194,0.6
0.135441724023069,0.00245289038340402,0.65
0.135980919429622,0.00236204259142609,0.7
0.136520114836175,0.00227119479944816,0.75
0.137059310242728,0.00218034700747024,0.8
0.137598505649281,0.00208949921549231,0.85
0.138137701055834,0.00199865142351438,0.9
0.138676896462387,0.00190780363153646,0.95
0.13921609186894,0.00181695583955853,1
0.139755287275493,0.0017261080475806,1.05
0.140294482682046,0.00163526025560268,1.1
0.140833678088599,0.00154441246362475,1.15
0.141372873495152,0.00145356467164682,1.2
0.121863799167041,0.00462147862161842,-1.85037170770859e-17
0.122567204187865,0.00450594165607796,0.05
0.123270609208689,0.0043904046905375,0.1
0.123974014229513,0.00427486772499704,0.15
0.124677419250337,0.00415933075945658,0.2
0.125380824271161,0.00404379379391612,0.25
0.126084229291985,0.00392825682837566,0.3
0.126787634312809,0.0038127198628352,0.35
0.127491039333633,0.00369718289729473,0.4
0.128194444354457,0.00358164593175427,0.45
0.128897849375281,0.00346610896621381,0.5
0.129601254396105,0.00335057200067335,0.55
0.130304659416929,0.00323503503513289,0.6
0.131008064437753,0.00311949806959243,0.65
0.131711469458577,0.00300396110405197,0.7
0.132414874479401,0.00288842413851151,0.75
0.133118279500225,0.00277288717297105,0.8
